node_id,is_rare
14078_13623_13597_32765_13622_14518_14386_11588_12354_12031_54577_8553_14830_8552_30996,False
7411_14706_13751,False
14502,True
10070,False
8596_8597_7874_19176_17951,False
18959,True
10957,False
33541_14280_13500_14278_10296_33542_32723_14597_14727_8856_54696_32599_20849_32763_30858_30013_10504_14453_12426_10386_32803_14491_13427_14222_14981_13953_21094_30898_30973_30981,False
7793,True
11703,False
8840,False
11108,True
18855_21036,False
10803,True
14619_14615_11125,False
10102,False
11275_8703_12274,True
10678,False
7183,False
9806_12217_17195,True
12655_13665_60671_12134,False
10741,False
10547,True
9520,True
12063,True
8527,False
11814_14087_15799,True
8265_14860,False
12945_11691_12077_8780_11196_27694_11951_10459_11223_11632_14223_12790_12753_13715_7103_13264_13891_14181_4976_5145_11952,True
10615_13006_8250_32569_9876_32567,False
13141_15372,True
9705,True
7943,False
8045,True
9429,False
14992_30031_13527_15148_15146,False
7366_42499_11593_10021_11904_17615_7365_11990_14903_15637_11140_2016_12965,True
60527,False
9681_14654_355,True
10173,False
7976,False
10218_13120_9301_13410_10226_10442_20712_14634_100250_30049_7938_60489_13066_14480,False
11136,True
8149,False
9155,True
14542_18940_12518_14587_14052_14983_14582_11600_14468_14586_14585_14588_14543_14590_14583_14581_14745_14939_9690_11088_44299_13620_9689_14584_11281_12157_14578_13883,True
44721,True
9740,True
12662_29141_10169_13935_11186_13788_10984_10168_11748_32841_10170_14001_10171_11195_11558_19501_16484_16485_12968,True
14338,True
7048,False
14820,False
7841,True
13809,False
32775,False
7039_7245_18975_21061_8075,True
9816_11877_12679_14040_9817_12676_20848_8156_9818_12859_9815_19026_20645,True
13081_14054_16537,False
13017_11452_10206_11549_13649_7805_14384_13650_13514_14027_14390_7806_32649_11932_18914_3037,False
11335_7738,True
10570,False
14227,True
13087_8887_13112,False
13890,True
8521,True
10619_10358_20720,True
30105_18116,True
10121,True
10956,False
11881_13034,False
9151,True
8603_13774_156,False
9294_13291_10598_13091_10362_9868_9295_9293_9290_9291_2413_2412,True
14831,True
11539_12237_15736_15739_15738_8070_12538_12240_14138_14326_14513_12239_9725_15737_18958,True
9288_9287,True
10435_10369_10693,False
33005_33008_33009_33007_32693_32691_32692_9627,True
8322,True
12684_908_12434_12180_12506_11459_11831_11460_11189_7152_11188_10975,False
11456_13444_9728_14374_13916_14537_11752_14997_13718_11190_14158_13917_12680_13442_13302_19005,True
10184_10183_10185_10657_13925,False
13681,False
10248_10737,False
10674_9659_9660_9661_11093_9662_16316_16315_18937_18938_1586_19249_19302_17171_17172,True
15017_10015_15016_7138_7662_24456_19503,False
44206_8975,False
14276,False
8211,True
9008,False
10031,False
10884,False
11839,False
32584,False
7204_14573_16085,True
12127_13390_14144_12193_13161_9676_14977_30014_12248_14900_11787_14474_12652_12699_29136_11028_14788_11968_29133_11170_9683_11423_9675_14129_13162_13440_9677_14142_14782_13297_12034_15152_15151_16971,True
10909_13829_13834_15797,True
12214_11826_24536_13874_40502,False
11530_8620_7977_23599,False
7094_10521_15008_21547_7538_8770_8772_14560_32717_14540_8771_7092_19507_15047_15048,True
10838,False
8648,False
9882,False
14945,False
10952,False
8174_14325_14324_8173_16471,True
100316_12738_14550_14548_13279_12737_13062_12736_11377_32915_13370_13367_13372_2442_32756,False
100157_100156_9853,False
8257,False
9496,False
20628_20629,False
13524,False
8794,False
9652,True
12556,True
9926,True
8473_8476_11198_10275_10068_32571_12108_32885_60702_11252_19666_13014_10076,False
9550_7937_12717_13480,False
14454_9337_32564,False
10074,False
11604,True
9609,True
12205,False
14850,False
11481_10903_10929_44315_14705_15467_15337_15469,False
13543,False
14589_18911_10894_11668_12818_7452_13240_12348_12513_13242_7453_14674_11667,False
9702,False
9786_15011_12543_10698_14571_24569_8133_33549_3608_11536,False
8195,True
8702_10966_8701_19648,True
13712_24465_10424,False
11025,False
14841_32806_10495_21013,False
12474_14002_11545_10899_11297_20300,False
11760,True
54551_54550,False
20733_8509_14125_8511_151,False
14080,True
14810,False
8582,False
10604_10602_15720_15719_18660_15721_15715_15716_15717,True
32899_42490_13139,True
9269_13612_54722_127,True
14219,False
8226_12051,False
7126_8468_24512_13192,False
9844,False
12500_13739_19557,True
10925,True
11914,False
40500_32824_60724_60627_29140,False
9107,True
7399,False
12892,True
10870,True
10283_10460_30908_10427_10407_15601_10417_10661_10355_10306_10658_10319_10285_10286_10277_10500_10574_10398_10270_10664_10409_10461_10501_10402_10483_10729_19422_19423_19420_19421_19769_19766_19181_100284_17616,False
7764,False
33492_32702_32912_32791_14838_7617_54831_15452,True
12465,True
13118,True
12160,True
10977,True
11061,False
14758_24558_11555,False
11124,True
14497,True
8934,True
14558,False
12139_11957,False
13183_14026_14614_13450_32811_14872_9758_10241_13807_10690_16293,True
7124,True
9955,True
60589,False
10032,False
10404,True
9225,False
12046,False
8514_8512_8515_8516_10669_19683_21002_17460,False
14701_12716_32835_8472_32721_8471_12019_10073_19667_16761,False
8919,False
11020,True
13594_13485_14867_12246_11781_11833_33482_33479_14417_8119_14475_8120_10062_7298_11540_11694_11819_12116_7574_8457_12449_33481_13486_7296_11834_14776_14410_8458_14626_10847_11464_10848_12247_11529_11330_12450_13241_11439_32526_12103_33480_12098_16809_561,False
10649,False
12401,True
11493_13590_13666_7160_19354,True
9601,False
100092_100093,False
9196,True
11178,False
60764_60732,False
9391,False
21020_11725_9044,True
7097,False
18816,True
12901,False
10371,False
12433_14579_13326_12225_11755_14712_9962_11756_17842,True
34109,True
9810,True
100083,False
100151_9066_18467,False
21093_13323_13719_13573_9032,True
12166,False
12502,False
8629,False
9249_21759,False
14418_9709_13736,False
13234_42979_8223,True
8208,False
11871_11873_9757_9756_18982_1982_20384,False
7948,False
12554_8955_12553_14696,False
8421,True
7554_7551_7555_7550_14661_9181_18747_15551_19276_15550_17610_11869,True
9729,False
9654,False
7616,False
14239,False
9031,True
12011_12586,False
12994,True
11907,True
44207_44208_9506,False
12204,True
13008,True
10162_10160_10161_4741,False
9544,False
7057,False
14197,True
13967_13950_13931_13952_18264_54549_30899_13942_13938_13948_8736_13949_13937_13945_13930_13933_11683_9959_13936_8745_8746_13932_8953_13951_14127_11101_8954_13939_13943_14070_11749_8747_13927_18910_18135_19234_20275,True
7409,True
14394_13217_32668_12529_32669_44309_12937_13216_13964_12938_12925_7110_14245_12924_60662_32670_44310_12939_15253_11636,True
9052_13051_13754_19572_18163_27462_27451_19573,False
12668,False
7118,True
13013,False
7087_13900_16241,True
19409,True
10928,False
8688,True
32801_33012_33015_33014_33010_33013_30941_17851_17681,False
7459,False
10229,False
9431,True
8469,True
7320,False
7232,False
10294,True
7630,True
11502_9101_18105,True
8384,False
13274_10761_10945_8378_12796_910_11272_13611_14692_10827_13175_44314_32604_33563_13469_13468_13052_14618_14687_14871_12943_54708_13402_14400_12363_10259_19200_13610_12523_14323_13780_8377_13437_44320_13425_10723_30071_11935_13413_12625_13414_13436_13314_12477_10320_13516_13395_11630_14653_14256_13407_13263_32689_11075_14093_10818_12463_10227_8379_13328_14345_32834_11137_14929_32940_13315_13447_10828_13405_13429_11974_12024_12367_15013_36482_10806_13312_32577_12813_10374_11259,True
24522_54765_13502_15301,True
9254,True
15912,False
7745,False
24517_14299,False
8369_11422_9967_8368_15827_17828_1909_18440_17829,False
9612,True
9664,True
10292,False
9633,False
10026,True
44330_13827_13828_7868_21022_17658,False
7201,False
7828,False
10541,True
7804,True
7045,True
7824,False
8513_11984_21651_12447,True
12018_9708,False
13456,True
7935,True
16581,False
14423,True
11219,True
10603,False
12409_12605_13293_12604_13377_9631_14050_13130_62,False
11274,True
12033,True
9387,True
14191_12762_11484_13966_13529_17990,True
32778_8823_100218_60486_15168,True
9235,True
8970,False
7516,False
13992,False
14501,False
8098,False
60715_100252_60714,False
33565_33564_20837_32696_32810_21574_21573_30925_21575_14769,False
11026_11218_14011_33091_11680_14009_9441_15018_12847_11485_33092_9439_14010_13495_9443_17265,True
18931_9650_9653_19248,False
24538_7247_14628_14004_14204_11692,False
7349_13766_12724_14498_18768,False
21011,False
9501,False
14136_24533_14134_14135,False
8354,False
14209,True
14143_11531_14693_13186_8104_12371_14691_13379_12690_32786_12547_32839_33669_18997,True
11710_11711_14184_724_11780_12917,False
32795_32485_32919,False
9788_8131,False
9663,False
31332_100326_31009,True
14333,False
7716,False
14866_12012_33850_11890_11687_12014_13758_11569_13753_10550_12640_11903_8961_14154_10877_10699_32728_7790_11527_14665_11633_12231_13644_11066_11091_11916_14735_14467_11085_11889_12096_11570_11894_10949_36484_14733_14117_14012_10549_10551_14736_11113_7311_11534_11901_10995_13338_14208_14726_13212_7307_14074_12250_11902_14566_14511_10479_7309_10689_11475_14836_54833_11674_13959_11909_7308_11675_19011_18993_15626_18995_18994_18778_44640,True
20752,False
54802_33483_12353_54801_12729,False
7523,False
10589,False
13113_15177,True
7604,True
30037,False
8676_14346,False
9354,True
11266_8056_16107,True
11038,True
12985_10053_8447_913_12981_19350_94,False
13316,True
14205,False
9933,True
7858_7047_13980_8292_19332_16518_17675,False
7478,False
8116,True
14968,False
10149,False
9724,True
9873,True
10028,True
10959,True
13007,True
11888,False
7357,False
10684,True
11482_14396_11702_11003_14100_13479_11400_12808_11095_13848_13261_12745_12704_13371_32592_12744_7269_11840_13168_10951_12362_13373_12667_12062_13147_10542_11541_13339_14073_12746_14095_13262_11094_5021_11425_11567_12364_13030_13198_13211_5200,True
11878,False
12929,False
10583,False
13431_33046_14794_9143_13428_13430_13432_14894_16817,False
10883,True
14414,True
14772_13378_10927_7335_12142_13466_10906_358_29145_11276_12022_12478_13023,False
14376_13657_54837_30918_20847_13820_14486_13805_30917_12947_7974_13581_14855_30910_14858_30911_14482_14599_12869_30914_13658_30922_13819_14699_30920_13821_12960_30919_13656_14357_14580_30913_30916_13266_13509_14842_14678_13655_14617_12946_30912_100172,False
9458,True
10841_8671_13201_12698_13202_12144_10192_7862_8670_19517_18094_11697,True
9982_10775,False
24551,False
12330,True
14301_14307_24534_14130_8371,True
30042,False
14575_24535,False
10820_13060,False
14275_13247_30056_24525_1083,False
8024_8025_14259_12080_15353_8451_13884_60585_11879_13243_75,False
9594_7982_9597_9596_138,False
11738,False
8668_13304_10191_15628_15629_15630_15631,True
12220_11872_8962_18306,True
9548,False
10117_13039_13627,True
12332,True
14800,True
14832_13705_14876_12612_9580_12623_15020_14996_14930_12618_13706_13785_14962_13704_14409_12615_12619_14499_14524_54861_13173_14430_12617_32605_12614_13694_14759_13702_13629_14815_13528_13703_13708_13624_13707_14354_11828_13697_20850_14348_12613_30915_14649_44313_12037_13651_20846_13709,True
7517,False
9292,True
7482,False
8055_9715_9710,False
14709_24544_100229,False
32827_11892_13919_11875_11491_14734_13103_12113_32699_12627_13032_11753_12338_12760,False
20796_30116_14663_30118_20795_8394,True
10730,False
7397,False
8798_8060_7135_11595_7867_7900_11852_13592_8125,False
60496,False
8656,False
11715_13871_14350_13922_13443_8869_14991_14767_13358_19342,True
14064_7415_14496_14065_14194_14364_14063_14066_14356_20811,False
8766,True
10363_10506_10251_10352_10313_10347_10250_10322_10326_10487_10447_10453_10510_10236_10660_10361_10656_49222_10300_10488_10307_10324_10429_10451_10289_10508_30907_10497_10430_10230_10329_10266_10393_10509_10452_10256_10231_10344_10450_10489_10413_10309,False
8370_9979_18973,False
11154,True
8434,True
8121,False
30067_9558_13385,False
8300,True
9692,True
9271,True
8618,True
9064,True
9604,False
9035,False
8800,True
8366,False
13558_14885_30903_13555_8748_13559_13560_13556_13606_11997_13557_19312,True
24561_14508_7931_7933_14509_390,False
11227,True
9229,True
12254,False
32828,False
9161,False
9751_24309_13142_11961_13337_13839_10688_14671_8086_11002_9746_12092_13381_13634_14286_14244_19941_18213_19551,False
10120_8555_14837_8556_30867_14536_12775_10743_2049_4680,False
12915,False
11669,True
11822_100344_9424_909_10503_11242_15231,False
14302_12928_14568_12867_12766_13132_13239_11489_11785_11339_14304_10044_13962_11408_14018_12213_14644_12448_12787_14282_11532_12866_11445_14015_12639_12181_14295_8438_13552_14020_10043_11803_13165_13551_13342_11006_10047_14882_14016_12476_10287_12256_13048_10418_13179_14729_13401_10046_14303_11992_13737_11522_14024_12334_12453_8437_12643_10733_11862_14305_10878_19064,True
7511,True
9588,True
7158,False
15023,False
16045,False
8959,True
16562,True
19308_9182_17612,True
19309,True
9179_7552_15553_11398_7549_9178_15552_17608_6543,True
19310_19522,False
9839,False
7548,False
16362_21057,False
12895_11264_11200_7493_11886_9141_44811_44843_44870_44816_44817,True
18582,True
7078_12911_12912_8749_11301_19992_16165_1220,False
8733,True
10898,False
11721,True
9696_14545_12904_14521_14685_13526_30936_30034_12721_10682_18126_20074,False
13116,True
100164_16391,False
20525_12522_30089_30088_11073_12480_30087_100165,True
19171,False
13361,False
9025_6657,True
8491,True
18279,True
19960,True
11309,False
11801_20770_18996_20771,True
19813,False
12197,True
10061,False
14300,True
13028,True
18416_18423_14975_14827_14702_18417_18418_18419_18421_18422_18644_15089_15091_15090_18420,True
16333,False
7345,False
10558,False
9793_9642_33045_8267_13035_10702_9794_14932_10336_33375_54770_10176_9795_14413_8137_15375_12049_15421_15422,False
44628,True
16830,True
10208,True
7744,False
13222_24545_13221,False
12410,False
13125,True
9299,False
15665,True
19977,False
16206,True
9329_20713_9937,True
16042,False
8720,False
12258,True
17147,True
18212,False
18957,False
14039_14198_8758_33545_32815_9504_9636_12792_13350_11283_14175_32932_18158,True
16848_8538,False
19424,True
17994,True
20559,True
10128,True
18027,False
17335,False
10913_18808,True
13433_18646_18647,False
11454,True
19528,False
18685,True
9685,True
10441,True
44637,True
13550,False
44332,True
8050,False
19438,True
16413,False
15341,False
8008,True
18426_12041_14630_18812_16613,False
19385,True
16759_11948_14874_9166_11866_14351_12683_14349_54844_13990_54669_14485_13438_10190_12890_32831_14370_12438_12891_13853_13993_32643_20135_16396,False
13686,True
7681,False
11707,True
8960,True
7164_13776_12651_7165_12664_13354_17845,False
16162,False
13359_11576_14875_16525,True
18495,False
17746,True
19152_9775_13259,True
10652,True
9379,True
19641_19988_19989,True
14077,True
19547,True
9716,True
18006,True
18834,True
10680,True
14025,True
8406_14676,False
20336_13072_13071_13677_21569,False
18129,True
11922,True
19617,False
19849,False
7495_7496_13928_13813_12789_10983_14019_14033_14627_3441_44807,False
18475,True
13599,False
19072,False
13426,True
17939_18948,True
15532,True
14148,True
19018,True
18360,True
18463_10395_18464,True
8182,True
18637,True
8353,True
18189,False
9473,True
19093,True
20345,False
20347_7691_3334_16169_2335_6702,False
12277_14993_33620_12215_13061_14922_11076_12130_12289_18943_30927,True
10155,False
9416,True
17240_7044_13822,False
17407,False
17408,True
16034,True
16614,True
15529,True
19201,True
11426,True
44648,True
15072,False
16497,False
15059,True
17917,False
14722,True
19016,False
19020,True
18528,True
10794,True
12885,True
17711,True
18977,False
15371,True
8938,True
14098_11448_12072_7906_13478_20088,True
19560,True
14131,True
15085,True
13711,False
14744,True
33717,True
9915,False
14732_33486_12824_54791_54782_9843_12905_54817_14506_12514_14666_33657_12125_14813_14632_32730,False
13886,False
17569,True
7294,True
17324_13219_9430_8660_44_24300,True
44651,True
12301,True
12235_13645_32923_33115_14159_8943_14530_13905_32706_14339_14311_33116_14934_13687_13392_14503_14601_14845,False
16344,False
11466,True
18951,False
11603,True
14764,True
10665,True
19210,True
9000,True
19207,True
11682_30064_12755_11681_8047_7163_14476_13464_12982,False
16369_16368_10002,True
9920,True
9372,False
14557_14084_8842,False
16755,False
18604_23113,False
2546,False
33043,False
15764,False
10555_20603_10556,True
13227,True
9448,True
18244,True
11838,True
16563,True
16352,False
18458_7791_10926_7792,True
16788,True
14200,True
9444,True
16423_16422_9411_10012_17278,False
9936,True
20481,True
7725,True
16217,False
18155,True
10299,True
9054,False
7369,True
8294,True
7755,False
13330,False
8299,False
9516,True
7154,False
8622,True
10908,True
20724_11305_11304_16054_820,False
13518_24464_9878,False
12309_8197_12302_18953,True
7091,False
8034,False
13445,False
8542,True
8134,True
7816,False
12173,True
12983_14669_12464_13002_7362_14427_10905_11987_10969_13348_14153_14372_11355_12483_11395_13786_11564_11143_14068_15993,False
32608_32631_32612_26720_32609_32619_32624_32630_32635_32620_30902_32613_32621_32617_32628_32910_32626_32629_26721_32606_32623_32615_32611_32625_32622_32634_32618_32610_32632_32627_32616_32633_33560_32636_30997,False
8037,False
9563_17051_17053_23692_23691_23693,True
8898_8899_12759_111,False
30019_54560_54561_11773,True
13473,False
10469,False
13187_13190,False
100221,False
11311_12515_12357_13134_8328_7664_11222_11704_12101_12102_12337_12645_12646,False
13856,False
9599,True
9369,True
8809,False
10238_10228_10577_10484,False
21021,False
10264,True
32892,False
7912,False
9719,True
10182,False
8543,False
8871_8872_8873_60,False
8109,False
14439_14436_10832_14447_14440_14438_14433_14434_14441_14443_14445_44308_14446_14435_11523_8854_14432_14442_14444_14926_14437_15229,True
14546,True
11824_14017_30004_11627_11956_12801_13265_13258_12261_12533_12566_12567_12578_12600_12601_14041,False
12909,False
12582,True
11950,True
36483_14915_14577_54565_9894_14214_13569_44328_9964_14284_14907_33485_14287_14688,False
7373,False
11759,True
11629,True
10006_17723_17722_17721,True
11231_11443_7367_24566_11891_12707_12224_12226_32_12681_12972,False
7428,True
14958,False
9397,True
8350,False
8462,False
10089,True
8492,True
11083,True
14755,False
32931,False
14000_60663_32913_13988_14344_119,False
13038,True
9203_7627_13997_13996_18363,True
13577,False
7894,True
10819_11370_19353,True
9465,False
13149,False
12709_13376_14059_14635_12408_13783_7996_9630_21129_170_11589_24549,True
33637_33656_33651_33650_33635_33639_33652_33646_33638_33649_33654_33653_33655_33636_33645,False
11133,True
9091,False
13761,True
7743,False
14313,True
13628_14780_9398_14457_14318_13882,False
20787_20788_14631,False
7847,False
7244,True
7965,False
10814,False
7032,True
7846,True
12734,True
9176,False
8187_2050_5618_5451_5371_100081_5383_1942_1098_3265_11924_12384,False
12287,False
10201,False
13319,False
30876_30877_31386,False
10327,False
7475,False
12687,True
13906_12926_14385_13181,False
8002_32641_13790_14478,False
17178,False
33618,False
8537,False
7718,False
7058,True
13544_15001_12828_14156_13545_12677_13513_14155_12816_11857_13530_12678_14340_12066_18054_12167_13100,False
7770,False
10438_14166_19533_100245_100243_100244,True
32777_12346_14517_11416_13470_11461_18214_12846_13448,False
12064,False
9768,False
30854_30855,False
12593,True
12697_14264_11999_12797_12696_8164_5349_11586_12121,False
32746_32747_9273_13671,False
12535,False
24519_14319_24520,False
13299,False
8080,False
13059_12471_14007_12472_9165_14367_12429_18866,False
8652_17546_17547,True
9993_2579,True
44327,False
8735,False
10383_23178_23179_23180,True
11207,False
10115,True
19947_10868_20704_21142_11634,True
9360_14085,False
32772,False
10954,False
8739,False
8901,True
14629,True
7188,True
12669,True
7520_11428,False
13851,True
8819,False
13756_8172_24546,False
8788,True
14570_12656_14549_9670_14670_14965_13965_11868_14569_17436,False
10910_10941_22,False
12078_32570_12855_14297_12432_11963_12849_12694_13896_14664_13608_8944_14927_13764_14288_14771_13745_14928_33311_10431_32902_33310_33308_13763_33309_13824_14724_12539_13994_14770_18772_30933,False
7437_7436_15613,True
14220,False
13040,False
14381_14884_11156_8892_11214,True
14309,True
8494,False
8393,False
32566,False
19570_19569_16006_8998,True
7961,False
13226,False
9373,True
10823_7321_9112_26782_8972_14743_15776_15775_19701_8973,False
8607,True
7084,False
9537,True
9980,False
13582_9759_54736_141,True
10632_33369_33371_10472_14477_32598_10396_32768_33361_13389_14859_14392_33373_32752_32657_14593_32663_14947_13388_14377_32808_14895_30059_13387_32880_33363_32678_13989_33366_10375_13277_33362_14917_14921_14933_14942_30054_14607_14595_14133_33370_14201_32918_14949_32813_14533_14598_10246_33368_15025_14371_54845_14360_13056_13801_14718_14719_32812_32858_30072_14505_14199_14003_14328_15000_33367_33372_15002_12245_30856_32710_32725_33364_33365_14868_29138_32822_12812_32895_14625_34106_33374_100079_14916_14647_100062_25353,False
12412,False
8009,True
7760,False
8268,True
13772,True
9408,False
9019,True
8442,True
7590,False
11158_13767_14253_11804_11383_17979,True
14817_9733_33280_32582_32581_32580_14099_14373_10974_14752_26726_33262_32826_14257_33203_30895_13619_12546_14818_30962,False
11845_12441_11851_11847_8000_12440_11850_12715_100246_13344_12210_12303_12331,False
100253,True
15003,False
10746,False
7647,False
13895_14124_13635_14459_24506_14703_7034,True
7819,False
14294,False
20632_20631_20630_20627,False
7987,True
10072,False
11841,True
9378,True
11772,True
8577,False
9954,True
12141,False
9870,False
14072_13345_24554_10924,True
7156,False
8349,False
9014_733,False
10263,True
8152,True
26723,False
8224,True
14995,False
8858,False
11911,True
14811,False
7055,True
7502,False
7657,False
10564,False
12997,False
13412_13200_12112_7268_11843_13474_13475_13477_10946_12799_8647_12804_13455_14883_13852_13197_7267_13195_12111_13369_7266_13476_5045,False
11130,False
7056,False
7398,True
8774,True
11229,True
29131,False
14695_24498_13093_100242_13092_11800_13094_13095_13096_13097,False
13151_13137_24539,False
10502,False
11047,True
9508,False
12714,True
12998,False
11414,False
13773_17410,True
32684,False
7668,False
7782,False
7726,True
100105,False
9340,True
11797,True
10511,False
30020_33570_14775_33533_32712_14781_54741_33534_30006_32679_54654_30008_20727_33631_54742_32726_30017_30007_54677_54781_33537_33569_14269_732_33566,False
8837,False
16002,False
9737,True
14226_5807,True
13878_32865_14613_13879_14612_148,False
9194,True
14611_33282_14132_13675_11582_54785,False
10042_11858,False
10687,False
12878_14047_8021_14046_14048_14045_14802_16063,False
9069,True
13762,True
12986,False
10354,True
9826,False
7133,False
10662,True
13415,False
7314,False
8613,False
21025,False
10970,False
54680_10844_10964_9189_13591_7561_7562_12558_11109_11765_16648,True
7722,False
9608,False
7134,True
7240_7701_11474_19490,False
7659,False
13122_14998_13121,False
8868,False
8405,False
9968_11268,False
7784,False
9452,True
13561,True
9145,False
7895,True
7993,True
8725_17972_17973,True
9319_16305_16304,True
9118,False
20714,False
10454,False
14272,True
12397,False
14152_11403_14042_14163_18901_12285,False
7510,False
9323,False
7293_13016_9953_17570,True
9569,False
14806_14807_209,False
11592_7589_33123_13218_14652_11151_19516,False
8672,False
8461,False
9169,True
9302,True
7612,True
11308,True
12732,False
10728,True
26767,False
9828,False
10719,False
9850,False
9621,True
8235,False
8933,False
13223,False
9144,False
10194_13899_18096,True
60611,True
12635,True
20751_5469_15914_21272,False
12807_9183,True
13343,False
8410,False
32816,False
8160,False
9586,False
8655,False
9507,True
9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012,False
8493_14737_17910_20102,False
9389,False
9414,True
32887,False
12621,True
10148,False
12798,False
7090,False
12814,False
12290,True
12516_9559_14608_15483,False
10066,False
10588,False
14538_12262_11181_21083_7614,True
11110,False
8076,False
8768_9745_8769_14147_12588_9744_10830_12188_13866_11144_12414_8767_8083_19260_19262_16295,True
11216_21001_11631_11417_13220_14225_19257,False
8549,False
15006,False
7756,False
9578,True
8561,False
13340_12466_13653_11896,False
14285_9134_7109_9135_13355_19403_20337,True
32591,False
13324,True
100211,False
9200,True
10193,True
33613,False
13838_11829_33615_14754,False
9927_9554_9770_17398,True
8860,False
9858,True
8364,False
9983,False
9330,False
8455_9673_10056_9672_11585_11436_9669_19079_1516_16224_14753_18218,False
13015_11001_13146_12743_13145_13148_14621_12742_12728_15263,True
10492,False
10314,False
9038,False
54850_13689_20857_10349_32590_54666_24463,False
29144,False
11411,True
14397_12510_13977_14856_14728_12534_13570_14547_14636_13811_14684_13986_14398_13969_13987_13306_14190_14525_33187,False
14411_11300_14982_14183_12021_12045_8053_12995_13604_13508_32941_12154_9713_14177_1384_12227_12228_12229_12230_12388_12389_12469_12932_13603,False
14637,False
5148,False
12574,False
10323,True
20746,False
7967,True
13424,False
7607,False
60622,False
8636_23005,False
9935,False
12793_20728,False
10829,False
7836,True
8325,False
32916,True
14234,True
13832_13831_7851_54771_13833_13830_15486_12069_12158_12236,False
7515,False
13400,False
9951,False
13521_13522_14690_7485,False
8640_12352,False
12218,False
8504,False
60457,False
32707,True
11731,True
14419,False
9575,True
12174,False
14146_11013_18543,True
7682,False
